CA_MPA_Name_Short,year,mhw_icum_mpa
Anacapa Island SMCA,1998,159.9949951171875
Anacapa Island SMCA,1999,0
Anacapa Island SMCA,2000,0
Anacapa Island SMCA,2001,24.95119857788086
Anacapa Island SMCA,2002,0
Anacapa Island SMCA,2003,37.79459762573242
Anacapa Island SMCA,2004,13.150601387023926
Anacapa Island SMCA,2005,38.644100189208984
Anacapa Island SMCA,2006,32.47510528564453
Anacapa Island SMCA,2007,0
Anacapa Island SMCA,2008,24.293901443481445
Anacapa Island SMCA,2009,0
Anacapa Island SMCA,2010,0
Anacapa Island SMCA,2011,8.467799186706543
Anacapa Island SMCA,2012,15.891098976135254
Anacapa Island SMCA,2013,65.231597900390625
Anacapa Island SMCA,2014,457.114501953125
Anacapa Island SMCA,2015,676.64398193359375
Anacapa Island SMCA,2016,192.82440185546875
Anacapa Island SMCA,2017,80.02870178222656
Anacapa Island SMCA,2018,277.5337829589844
Anacapa Island SMCA,2019,64.201995849609375
Anacapa Island SMCA,2020,206.9907989501953
Anacapa Island SMCA,2021,89.63480377197266
Anacapa Island SMR 1978,1983,297.93060302734375
Anacapa Island SMR 1978,1984,274.9587097167969
Anacapa Island SMR 1978,1985,0
Anacapa Island SMR 1978,1986,63.43590545654297
Anacapa Island SMR 1978,1987,63.963401794433594
Anacapa Island SMR 1978,1988,16.105899810791016
Anacapa Island SMR 1978,1989,17.365001678466797
Anacapa Island SMR 1978,1990,32.837894439697266
Anacapa Island SMR 1978,1991,0
Anacapa Island SMR 1978,1992,191.46270751953125
Anacapa Island SMR 1978,1993,73.37158966064453
Anacapa Island SMR 1978,1994,0
Anacapa Island SMR 1978,1995,0
Anacapa Island SMR 1978,1996,9.43489933013916
Anacapa Island SMR 1978,1997,357.5863037109375
Anacapa Island SMR 1978,1998,159.9949951171875
Anacapa Island SMR 1978,1999,0
Anacapa Island SMR 1978,2000,0
Anacapa Island SMR 1978,2001,24.95119857788086
Anacapa Island SMR 1978,2002,0
Anacapa Island SMR 1978,2003,37.79459762573242
Anacapa Island SMR 1978,2004,13.150601387023926
Anacapa Island SMR 1978,2005,38.644100189208984
Anacapa Island SMR 1978,2006,32.47510528564453
Anacapa Island SMR 1978,2007,0
Anacapa Island SMR 1978,2008,24.293901443481445
Anacapa Island SMR 1978,2009,0
Anacapa Island SMR 1978,2010,0
Anacapa Island SMR 1978,2011,8.467799186706543
Anacapa Island SMR 1978,2012,15.891098976135254
Anacapa Island SMR 1978,2013,65.231597900390625
Anacapa Island SMR 1978,2014,457.114501953125
Anacapa Island SMR 1978,2015,676.64398193359375
Anacapa Island SMR 1978,2016,192.82440185546875
Anacapa Island SMR 1978,2017,80.02870178222656
Anacapa Island SMR 1978,2018,277.5337829589844
Anacapa Island SMR 1978,2019,64.201995849609375
Anacapa Island SMR 1978,2020,206.9907989501953
Anacapa Island SMR 1978,2021,89.63480377197266
Anacapa Island SMR 2003,1983,297.93060302734375
Anacapa Island SMR 2003,1984,274.9587097167969
Anacapa Island SMR 2003,1985,0
Anacapa Island SMR 2003,1986,63.43590545654297
Anacapa Island SMR 2003,1987,63.963401794433594
Anacapa Island SMR 2003,1988,16.105899810791016
Anacapa Island SMR 2003,1989,17.365001678466797
Anacapa Island SMR 2003,1990,32.837894439697266
Anacapa Island SMR 2003,1991,0
Anacapa Island SMR 2003,1992,191.46270751953125
Anacapa Island SMR 2003,1993,73.37158966064453
Anacapa Island SMR 2003,1994,0
Anacapa Island SMR 2003,1995,0
Anacapa Island SMR 2003,1996,9.43489933013916
Anacapa Island SMR 2003,1997,357.5863037109375
Anacapa Island SMR 2003,1998,159.9949951171875
Anacapa Island SMR 2003,1999,0
Anacapa Island SMR 2003,2000,0
Anacapa Island SMR 2003,2001,24.95119857788086
Anacapa Island SMR 2003,2002,0
Anacapa Island SMR 2003,2003,37.79459762573242
Anacapa Island SMR 2003,2004,13.150601387023926
Anacapa Island SMR 2003,2005,38.644100189208984
Anacapa Island SMR 2003,2006,32.47510528564453
Anacapa Island SMR 2003,2007,0
Anacapa Island SMR 2003,2008,24.293901443481445
Anacapa Island SMR 2003,2009,0
Anacapa Island SMR 2003,2010,0
Anacapa Island SMR 2003,2011,8.467799186706543
Anacapa Island SMR 2003,2012,15.891098976135254
Anacapa Island SMR 2003,2013,65.231597900390625
Anacapa Island SMR 2003,2014,457.114501953125
Anacapa Island SMR 2003,2015,676.64398193359375
Anacapa Island SMR 2003,2016,192.82440185546875
Anacapa Island SMR 2003,2017,80.02870178222656
Anacapa Island SMR 2003,2018,277.5337829589844
Anacapa Island SMR 2003,2019,64.201995849609375
Anacapa Island SMR 2003,2020,206.9907989501953
Anacapa Island SMR 2003,2021,89.63480377197266
Arrow Point to Lion Head Point SMCA,1983,226.9552001953125
Arrow Point to Lion Head Point SMCA,1984,297.38751220703125
Arrow Point to Lion Head Point SMCA,1985,0
Arrow Point to Lion Head Point SMCA,1986,68.83429718017578
Arrow Point to Lion Head Point SMCA,1987,16.933002471923828
Arrow Point to Lion Head Point SMCA,1988,25.3064022064209
Arrow Point to Lion Head Point SMCA,1989,22.353199005126953
Arrow Point to Lion Head Point SMCA,1990,29.072900772094727
Arrow Point to Lion Head Point SMCA,1991,0
Arrow Point to Lion Head Point SMCA,1992,158.70680236816406
Arrow Point to Lion Head Point SMCA,1993,81.47000885009766
Arrow Point to Lion Head Point SMCA,1994,8.835298538208008
Arrow Point to Lion Head Point SMCA,1995,26.882001876831055
Arrow Point to Lion Head Point SMCA,1996,32.233299255371094
Arrow Point to Lion Head Point SMCA,1997,202.28099060058594
Arrow Point to Lion Head Point SMCA,1998,121.12580108642578
Arrow Point to Lion Head Point SMCA,1999,0
Arrow Point to Lion Head Point SMCA,2000,21.7301025390625
Arrow Point to Lion Head Point SMCA,2001,0
Arrow Point to Lion Head Point SMCA,2002,0
Arrow Point to Lion Head Point SMCA,2003,0
Arrow Point to Lion Head Point SMCA,2004,11.927999496459961
Arrow Point to Lion Head Point SMCA,2005,8.576000213623047
Arrow Point to Lion Head Point SMCA,2006,104.37000274658203
Arrow Point to Lion Head Point SMCA,2007,9.459898948669434
Arrow Point to Lion Head Point SMCA,2008,29.424196243286133
Arrow Point to Lion Head Point SMCA,2009,0
Arrow Point to Lion Head Point SMCA,2010,0
Arrow Point to Lion Head Point SMCA,2011,0
Arrow Point to Lion Head Point SMCA,2012,31.315397262573242
Arrow Point to Lion Head Point SMCA,2013,9.691499710083008
Arrow Point to Lion Head Point SMCA,2014,469.1260986328125
Arrow Point to Lion Head Point SMCA,2015,629.25433349609375
Arrow Point to Lion Head Point SMCA,2016,224.12339782714844
Arrow Point to Lion Head Point SMCA,2017,135.2932891845703
Arrow Point to Lion Head Point SMCA,2018,298.2174987792969
Arrow Point to Lion Head Point SMCA,2019,21.926597595214844
Arrow Point to Lion Head Point SMCA,2020,223.3607940673828
Arrow Point to Lion Head Point SMCA,2021,18.263002395629883
Begg Rock SMR,1983,386.1512145996094
Begg Rock SMR,1984,285.5325012207031
Begg Rock SMR,1985,0
Begg Rock SMR,1986,55.20389938354492
Begg Rock SMR,1987,23.26839828491211
Begg Rock SMR,1988,13.334199905395508
Begg Rock SMR,1989,29.929401397705078
Begg Rock SMR,1990,29.47430419921875
Begg Rock SMR,1991,0
Begg Rock SMR,1992,219.27630615234375
Begg Rock SMR,1993,83.675994873046875
Begg Rock SMR,1994,0
Begg Rock SMR,1995,70.59510803222656
Begg Rock SMR,1996,8.188998222351074
Begg Rock SMR,1997,198.28860473632812
Begg Rock SMR,1998,135.35569763183594
Begg Rock SMR,1999,0
Begg Rock SMR,2000,0
Begg Rock SMR,2001,0
Begg Rock SMR,2002,0
Begg Rock SMR,2003,0
Begg Rock SMR,2004,0
Begg Rock SMR,2005,9.011198043823242
Begg Rock SMR,2006,27.210102081298828
Begg Rock SMR,2007,0
Begg Rock SMR,2008,8.843499183654785
Begg Rock SMR,2009,0
Begg Rock SMR,2010,0
Begg Rock SMR,2011,0
Begg Rock SMR,2012,0
Begg Rock SMR,2013,0
Begg Rock SMR,2014,354.8564147949219
Begg Rock SMR,2015,538.39990234375
Begg Rock SMR,2016,64.3563003540039
Begg Rock SMR,2017,14.39789867401123
Begg Rock SMR,2018,169.1540069580078
Begg Rock SMR,2019,8.561799049377441
Begg Rock SMR,2020,132.15969848632812
Begg Rock SMR,2021,19.315998077392578
Blue Cavern Onshore SMCA,1983,207.93670654296875
Blue Cavern Onshore SMCA,1984,291.03350830078125
Blue Cavern Onshore SMCA,1985,0
Blue Cavern Onshore SMCA,1986,68.09919738769531
Blue Cavern Onshore SMCA,1987,21.64240074157715
Blue Cavern Onshore SMCA,1988,31.832298278808594
Blue Cavern Onshore SMCA,1989,19.12470245361328
Blue Cavern Onshore SMCA,1990,26.72909927368164
Blue Cavern Onshore SMCA,1991,0
Blue Cavern Onshore SMCA,1992,148.28541564941406
Blue Cavern Onshore SMCA,1993,59.27629852294922
Blue Cavern Onshore SMCA,1994,17.34549903869629
Blue Cavern Onshore SMCA,1995,24.52899932861328
Blue Cavern Onshore SMCA,1996,28.559101104736328
Blue Cavern Onshore SMCA,1997,235.40771484375
Blue Cavern Onshore SMCA,1998,115.6854019165039
Blue Cavern Onshore SMCA,1999,0
Blue Cavern Onshore SMCA,2000,22.460901260375977
Blue Cavern Onshore SMCA,2001,0
Blue Cavern Onshore SMCA,2002,0
Blue Cavern Onshore SMCA,2003,6.1443023681640625
Blue Cavern Onshore SMCA,2004,8.857199668884277
Blue Cavern Onshore SMCA,2005,14.211398124694824
Blue Cavern Onshore SMCA,2006,116.40069580078125
Blue Cavern Onshore SMCA,2007,10.196198463439941
Blue Cavern Onshore SMCA,2008,29.939401626586914
Blue Cavern Onshore SMCA,2009,8.197000503540039
Blue Cavern Onshore SMCA,2010,0
Blue Cavern Onshore SMCA,2011,0
Blue Cavern Onshore SMCA,2012,29.608400344848633
Blue Cavern Onshore SMCA,2013,23.43630027770996
Blue Cavern Onshore SMCA,2014,445.0032043457031
Blue Cavern Onshore SMCA,2015,616.37939453125
Blue Cavern Onshore SMCA,2016,175.90499877929688
Blue Cavern Onshore SMCA,2017,104.9014892578125
Blue Cavern Onshore SMCA,2018,264.05291748046875
Blue Cavern Onshore SMCA,2019,23.218900680541992
Blue Cavern Onshore SMCA,2020,174.72439575195312
Blue Cavern Onshore SMCA,2021,17.06100082397461
Cabrillo SMR,1983,214.99240112304688
Cabrillo SMR,1984,286.8299865722656
Cabrillo SMR,1985,0
Cabrillo SMR,1986,10.720202445983887
Cabrillo SMR,1987,0
Cabrillo SMR,1988,26.885499954223633
Cabrillo SMR,1989,11.65880012512207
Cabrillo SMR,1990,17.206398010253906
Cabrillo SMR,1991,0
Cabrillo SMR,1992,155.5373992919922
Cabrillo SMR,1993,68.85140228271484
Cabrillo SMR,1994,9.644500732421875
Cabrillo SMR,1995,50.49679946899414
Cabrillo SMR,1996,57.494598388671875
Cabrillo SMR,1997,250.63160705566406
Cabrillo SMR,1998,170.8135986328125
Cabrillo SMR,1999,0
Cabrillo SMR,2000,36.01230239868164
Cabrillo SMR,2001,0
Cabrillo SMR,2002,0
Cabrillo SMR,2003,6.707200050354004
Cabrillo SMR,2004,23.70380401611328
Cabrillo SMR,2005,8.207999229431152
Cabrillo SMR,2006,116.96600341796875
Cabrillo SMR,2007,16.551597595214844
Cabrillo SMR,2008,9.891701698303223
Cabrillo SMR,2009,0
Cabrillo SMR,2010,0
Cabrillo SMR,2011,0
Cabrillo SMR,2012,16.489200592041016
Cabrillo SMR,2013,47.20719909667969
Cabrillo SMR,2014,534.57366943359375
Cabrillo SMR,2015,752.47711181640625
Cabrillo SMR,2016,279.1858215332031
Cabrillo SMR,2017,178.1376953125
Cabrillo SMR,2018,275.4292907714844
Cabrillo SMR,2019,28.087400436401367
Cabrillo SMR,2020,175.0806884765625
Cabrillo SMR,2021,21.98160171508789
Campus Point SMCA,1983,333.1155090332031
Campus Point SMCA,1984,214.59619140625
Campus Point SMCA,1985,0
Campus Point SMCA,1986,59.70119094848633
Campus Point SMCA,1987,54.58660125732422
Campus Point SMCA,1988,33.77289962768555
Campus Point SMCA,1989,17.886199951171875
Campus Point SMCA,1990,26.015100479125977
Campus Point SMCA,1991,0
Campus Point SMCA,1992,225.6433868408203
Campus Point SMCA,1993,103.24490356445312
Campus Point SMCA,1994,12.974098205566406
Campus Point SMCA,1995,23.763898849487305
Campus Point SMCA,1996,0
Campus Point SMCA,1997,368.89471435546875
Campus Point SMCA,1998,168.6092071533203
Campus Point SMCA,1999,0
Campus Point SMCA,2000,0
Campus Point SMCA,2001,55.721195220947266
Campus Point SMCA,2002,0
Campus Point SMCA,2003,44.446502685546875
Campus Point SMCA,2004,34.64789962768555
Campus Point SMCA,2005,35.95030212402344
Campus Point SMCA,2006,65.30079650878906
Campus Point SMCA,2007,10.97500228881836
Campus Point SMCA,2008,0
Campus Point SMCA,2009,9.932099342346191
Campus Point SMCA,2010,0
Campus Point SMCA,2011,12.470203399658203
Campus Point SMCA,2012,34.68290328979492
Campus Point SMCA,2013,61.1609992980957
Campus Point SMCA,2014,425.5093078613281
Campus Point SMCA,2015,651.9066162109375
Campus Point SMCA,2016,111.06269836425781
Campus Point SMCA,2017,40.193504333496094
Campus Point SMCA,2018,297.590087890625
Campus Point SMCA,2019,34.55149841308594
Campus Point SMCA,2020,122.50269317626953
Campus Point SMCA,2021,41.740596771240234
Carrington Pt SMR,1983,367.68939208984375
Carrington Pt SMR,1984,276.62860107421875
Carrington Pt SMR,1985,0
Carrington Pt SMR,1986,61.192100524902344
Carrington Pt SMR,1987,80.4364013671875
Carrington Pt SMR,1988,19.10759925842285
Carrington Pt SMR,1989,13.561699867248535
Carrington Pt SMR,1990,39.256900787353516
Carrington Pt SMR,1991,0
Carrington Pt SMR,1992,216.93130493164062
Carrington Pt SMR,1993,125.91220092773438
Carrington Pt SMR,1994,13.042301177978516
Carrington Pt SMR,1995,12.94480037689209
Carrington Pt SMR,1996,0
Carrington Pt SMR,1997,350.2296142578125
Carrington Pt SMR,1998,180.99639892578125
Carrington Pt SMR,1999,0
Carrington Pt SMR,2000,0
Carrington Pt SMR,2001,17.282201766967773
Carrington Pt SMR,2002,0
Carrington Pt SMR,2003,0
Carrington Pt SMR,2004,31.542999267578125
Carrington Pt SMR,2005,31.956697463989258
Carrington Pt SMR,2006,61.23139953613281
Carrington Pt SMR,2007,0
Carrington Pt SMR,2008,0
Carrington Pt SMR,2009,0
Carrington Pt SMR,2010,0
Carrington Pt SMR,2011,0
Carrington Pt SMR,2012,31.48910140991211
Carrington Pt SMR,2013,24.032602310180664
Carrington Pt SMR,2014,399.360107421875
Carrington Pt SMR,2015,645.39398193359375
Carrington Pt SMR,2016,125.23660278320312
Carrington Pt SMR,2017,25.973600387573242
Carrington Pt SMR,2018,248.6033935546875
Carrington Pt SMR,2019,74.37120056152344
Carrington Pt SMR,2020,128.07681274414062
Carrington Pt SMR,2021,45.27260208129883
Cat Harbor SMCA,1983,226.9552001953125
Cat Harbor SMCA,1984,297.38751220703125
Cat Harbor SMCA,1985,0
Cat Harbor SMCA,1986,68.83429718017578
Cat Harbor SMCA,1987,16.933002471923828
Cat Harbor SMCA,1988,25.3064022064209
Cat Harbor SMCA,1989,22.353199005126953
Cat Harbor SMCA,1990,29.072900772094727
Cat Harbor SMCA,1991,0
Cat Harbor SMCA,1992,158.70680236816406
Cat Harbor SMCA,1993,81.47000885009766
Cat Harbor SMCA,1994,8.835298538208008
Cat Harbor SMCA,1995,26.882001876831055
Cat Harbor SMCA,1996,32.233299255371094
Cat Harbor SMCA,1997,202.28099060058594
Cat Harbor SMCA,1998,121.12580108642578
Cat Harbor SMCA,1999,0
Cat Harbor SMCA,2000,21.7301025390625
Cat Harbor SMCA,2001,0
Cat Harbor SMCA,2002,0
Cat Harbor SMCA,2003,0
Cat Harbor SMCA,2004,11.927999496459961
Cat Harbor SMCA,2005,8.576000213623047
Cat Harbor SMCA,2006,104.37000274658203
Cat Harbor SMCA,2007,9.459898948669434
Cat Harbor SMCA,2008,29.424196243286133
Cat Harbor SMCA,2009,0
Cat Harbor SMCA,2010,0
Cat Harbor SMCA,2011,0
Cat Harbor SMCA,2012,31.315397262573242
Cat Harbor SMCA,2013,9.691499710083008
Cat Harbor SMCA,2014,469.1260986328125
Cat Harbor SMCA,2015,629.25433349609375
Cat Harbor SMCA,2016,224.12339782714844
Cat Harbor SMCA,2017,135.2932891845703
Cat Harbor SMCA,2018,298.2174987792969
Cat Harbor SMCA,2019,21.926597595214844
Cat Harbor SMCA,2020,223.3607940673828
Cat Harbor SMCA,2021,18.263002395629883
Crystal Cove SMCA,1983,193.28720092773438
Crystal Cove SMCA,1984,220.6887969970703
Crystal Cove SMCA,1985,0
Crystal Cove SMCA,1986,60.04669952392578
Crystal Cove SMCA,1987,6.100600719451904
Crystal Cove SMCA,1988,10.299100875854492
Crystal Cove SMCA,1989,10.059399604797363
Crystal Cove SMCA,1990,29.066301345825195
Crystal Cove SMCA,1991,0
Crystal Cove SMCA,1992,167.53660583496094
Crystal Cove SMCA,1993,36.91210174560547
Crystal Cove SMCA,1994,42.20459747314453
Crystal Cove SMCA,1995,62.65430450439453
Crystal Cove SMCA,1996,35.042701721191406
Crystal Cove SMCA,1997,288.11590576171875
Crystal Cove SMCA,1998,139.65289306640625
Crystal Cove SMCA,1999,0
Crystal Cove SMCA,2000,29.906700134277344
Crystal Cove SMCA,2001,0
Crystal Cove SMCA,2002,0
Crystal Cove SMCA,2003,0
Crystal Cove SMCA,2004,13.071000099182129
Crystal Cove SMCA,2005,30.315900802612305
Crystal Cove SMCA,2006,98.72139739990234
Crystal Cove SMCA,2007,62.97929763793945
Crystal Cove SMCA,2008,46.17919921875
Crystal Cove SMCA,2009,77.08379364013672
Crystal Cove SMCA,2010,0
Crystal Cove SMCA,2011,0
Crystal Cove SMCA,2012,51.21799850463867
Crystal Cove SMCA,2013,70.893798828125
Crystal Cove SMCA,2014,427.4054870605469
Crystal Cove SMCA,2015,579.60626220703125
Crystal Cove SMCA,2016,189.65780639648438
Crystal Cove SMCA,2017,79.19499969482422
Crystal Cove SMCA,2018,235.1064910888672
Crystal Cove SMCA,2019,53.50170135498047
Crystal Cove SMCA,2020,111.50379180908203
Crystal Cove SMCA,2021,9.449800491333008
Dana Point SMCA,1983,180.21470642089844
Dana Point SMCA,1984,203.9246063232422
Dana Point SMCA,1985,0
Dana Point SMCA,1986,54.08660125732422
Dana Point SMCA,1987,14.156401634216309
Dana Point SMCA,1988,10.519001007080078
Dana Point SMCA,1989,19.136802673339844
Dana Point SMCA,1990,32.150394439697266
Dana Point SMCA,1991,0
Dana Point SMCA,1992,168.90599060058594
Dana Point SMCA,1993,33.88640213012695
Dana Point SMCA,1994,24.907697677612305
Dana Point SMCA,1995,63.831504821777344
Dana Point SMCA,1996,30.991397857666016
Dana Point SMCA,1997,228.85049438476562
Dana Point SMCA,1998,120.84669494628906
Dana Point SMCA,1999,0
Dana Point SMCA,2000,24.293203353881836
Dana Point SMCA,2001,0
Dana Point SMCA,2002,0
Dana Point SMCA,2003,0
Dana Point SMCA,2004,0
Dana Point SMCA,2005,46.49879837036133
Dana Point SMCA,2006,121.63060760498047
Dana Point SMCA,2007,82.64020538330078
Dana Point SMCA,2008,47.70110321044922
Dana Point SMCA,2009,67.42549896240234
Dana Point SMCA,2010,0
Dana Point SMCA,2011,7.804999351501465
Dana Point SMCA,2012,35.382896423339844
Dana Point SMCA,2013,60.63540267944336
Dana Point SMCA,2014,438.705078125
Dana Point SMCA,2015,579.88104248046875
Dana Point SMCA,2016,239.81130981445312
Dana Point SMCA,2017,119.96420288085938
Dana Point SMCA,2018,297.8174133300781
Dana Point SMCA,2019,68.85420227050781
Dana Point SMCA,2020,153.783203125
Dana Point SMCA,2021,19.378599166870117
Farnsworth Onshore SMCA,1983,207.93670654296875
Farnsworth Onshore SMCA,1984,291.03350830078125
Farnsworth Onshore SMCA,1985,0
Farnsworth Onshore SMCA,1986,68.09919738769531
Farnsworth Onshore SMCA,1987,21.64240074157715
Farnsworth Onshore SMCA,1988,31.832298278808594
Farnsworth Onshore SMCA,1989,19.12470245361328
Farnsworth Onshore SMCA,1990,26.72909927368164
Farnsworth Onshore SMCA,1991,0
Farnsworth Onshore SMCA,1992,148.28541564941406
Farnsworth Onshore SMCA,1993,59.27629852294922
Farnsworth Onshore SMCA,1994,17.34549903869629
Farnsworth Onshore SMCA,1995,24.52899932861328
Farnsworth Onshore SMCA,1996,28.559101104736328
Farnsworth Onshore SMCA,1997,235.40771484375
Farnsworth Onshore SMCA,1998,115.6854019165039
Farnsworth Onshore SMCA,1999,0
Farnsworth Onshore SMCA,2000,22.460901260375977
Farnsworth Onshore SMCA,2001,0
Farnsworth Onshore SMCA,2002,0
Farnsworth Onshore SMCA,2003,6.1443023681640625
Farnsworth Onshore SMCA,2004,8.857199668884277
Farnsworth Onshore SMCA,2005,14.211398124694824
Farnsworth Onshore SMCA,2006,116.40069580078125
Farnsworth Onshore SMCA,2007,10.196198463439941
Farnsworth Onshore SMCA,2008,29.939401626586914
Farnsworth Onshore SMCA,2009,8.197000503540039
Farnsworth Onshore SMCA,2010,0
Farnsworth Onshore SMCA,2011,0
Farnsworth Onshore SMCA,2012,29.608400344848633
Farnsworth Onshore SMCA,2013,23.43630027770996
Farnsworth Onshore SMCA,2014,445.0032043457031
Farnsworth Onshore SMCA,2015,616.37939453125
Farnsworth Onshore SMCA,2016,175.90499877929688
Farnsworth Onshore SMCA,2017,104.9014892578125
Farnsworth Onshore SMCA,2018,264.05291748046875
Farnsworth Onshore SMCA,2019,23.218900680541992
Farnsworth Onshore SMCA,2020,174.72439575195312
Farnsworth Onshore SMCA,2021,17.06100082397461
Gull Island SMR,1983,361.1741027832031
Gull Island SMR,1984,336.2980041503906
Gull Island SMR,1985,0
Gull Island SMR,1986,63.37179946899414
Gull Island SMR,1987,70.37849426269531
Gull Island SMR,1988,13.446800231933594
Gull Island SMR,1989,21.862600326538086
Gull Island SMR,1990,50.768096923828125
Gull Island SMR,1991,0
Gull Island SMR,1992,204.71929931640625
Gull Island SMR,1993,100.72020721435547
Gull Island SMR,1994,0
Gull Island SMR,1995,17.34000015258789
Gull Island SMR,1996,0
Gull Island SMR,1997,268.7698059082031
Gull Island SMR,1998,143.03140258789062
Gull Island SMR,1999,0
Gull Island SMR,2000,0
Gull Island SMR,2001,0
Gull Island SMR,2002,0
Gull Island SMR,2003,0
Gull Island SMR,2004,11.519600868225098
Gull Island SMR,2005,26.12849998474121
Gull Island SMR,2006,46.66370391845703
Gull Island SMR,2007,0
Gull Island SMR,2008,11.964797973632812
Gull Island SMR,2009,0
Gull Island SMR,2010,0
Gull Island SMR,2011,0
Gull Island SMR,2012,50.510398864746094
Gull Island SMR,2013,21.015701293945312
Gull Island SMR,2014,471.77508544921875
Gull Island SMR,2015,606.784912109375
Gull Island SMR,2016,110.41439819335938
Gull Island SMR,2017,19.375202178955078
Gull Island SMR,2018,215.50830078125
Gull Island SMR,2019,13.051499366760254
Gull Island SMR,2020,151.89869689941406
Gull Island SMR,2021,62.47840118408203
Harris Point SMR,1983,412.4501953125
Harris Point SMR,1984,246.12779235839844
Harris Point SMR,1985,0
Harris Point SMR,1986,55.01790237426758
Harris Point SMR,1987,63.2515983581543
Harris Point SMR,1988,10.368000030517578
Harris Point SMR,1989,12.3031005859375
Harris Point SMR,1990,18.35209846496582
Harris Point SMR,1991,0
Harris Point SMR,1992,211.06150817871094
Harris Point SMR,1993,116.16069793701172
Harris Point SMR,1994,11.786898612976074
Harris Point SMR,1995,9.588099479675293
Harris Point SMR,1996,0
Harris Point SMR,1997,372.3601989746094
Harris Point SMR,1998,174.73609924316406
Harris Point SMR,1999,0
Harris Point SMR,2000,0
Harris Point SMR,2001,0
Harris Point SMR,2002,0
Harris Point SMR,2003,0
Harris Point SMR,2004,31.65489959716797
Harris Point SMR,2005,34.559600830078125
Harris Point SMR,2006,60.678199768066406
Harris Point SMR,2007,0
Harris Point SMR,2008,0
Harris Point SMR,2009,20.801300048828125
Harris Point SMR,2010,0
Harris Point SMR,2011,0
Harris Point SMR,2012,15.030399322509766
Harris Point SMR,2013,0
Harris Point SMR,2014,356.2425842285156
Harris Point SMR,2015,615.0712890625
Harris Point SMR,2016,111.05349731445312
Harris Point SMR,2017,29.218799591064453
Harris Point SMR,2018,246.36639404296875
Harris Point SMR,2019,51.305301666259766
Harris Point SMR,2020,123.96570587158203
Harris Point SMR,2021,25.675695419311523
Judith Rk SMR,1983,412.4501953125
Judith Rk SMR,1984,246.12779235839844
Judith Rk SMR,1985,0
Judith Rk SMR,1986,55.01790237426758
Judith Rk SMR,1987,63.2515983581543
Judith Rk SMR,1988,10.368000030517578
Judith Rk SMR,1989,12.3031005859375
Judith Rk SMR,1990,18.35209846496582
Judith Rk SMR,1991,0
Judith Rk SMR,1992,211.06150817871094
Judith Rk SMR,1993,116.16069793701172
Judith Rk SMR,1994,11.786898612976074
Judith Rk SMR,1995,9.588099479675293
Judith Rk SMR,1996,0
Judith Rk SMR,1997,372.3601989746094
Judith Rk SMR,1998,174.73609924316406
Judith Rk SMR,1999,0
Judith Rk SMR,2000,0
Judith Rk SMR,2001,0
Judith Rk SMR,2002,0
Judith Rk SMR,2003,0
Judith Rk SMR,2004,31.65489959716797
